date,temperature,humidity,luminosity
2023-12-07 15:48:52.372,20.5,39.3,222
2023-12-07 15:48:51.369,20.5,39.3,223
2023-12-07 15:48:50.361,20.5,39.3,222
2023-12-07 15:48:49.358,20.5,39.3,223
2023-12-07 15:48:48.349,20.5,39.3,225
2023-12-07 15:48:47.346,20.5,39.3,223
2023-12-07 15:48:46.338,20.5,39.3,222
2023-12-07 15:48:45.335,20.5,39.3,222
2023-12-07 15:48:44.327,20.5,39.3,223
2023-12-07 15:48:43.323,20.5,39.3,223
2023-12-07 15:48:42.315,20.5,39.3,223
2023-12-07 15:48:41.312,20.5,39.3,222
2023-12-07 15:48:40.304,20.5,39.3,222
2023-12-07 15:48:39.301,20.5,39.3,223
2023-12-07 15:48:38.293,20.5,39.2,223
2023-12-07 15:48:37.289,20.5,39.2,222
2023-12-07 15:48:36.282,20.5,39.2,220
2023-12-07 15:48:35.282,20.5,39.2,222
2023-12-07 15:48:34.270,20.5,39.2,222
2023-12-07 15:48:33.271,20.5,39.2,223
2023-12-07 15:48:32.259,20.5,39.2,220
2023-12-07 15:48:31.259,20.5,39.2,222
2023-12-07 15:48:30.248,20.5,39.2,222
2023-12-07 15:48:29.248,20.5,39.2,223
2023-12-07 15:48:28.240,20.5,39.2,220
2023-12-07 15:48:27.237,20.5,39.2,222
2023-12-07 15:48:26.229,20.4,39.1,225
2023-12-07 15:48:25.226,20.4,39.1,223
2023-12-07 15:48:24.218,20.5,39.3,222
2023-12-07 15:48:23.214,20.5,39.3,222
2023-12-07 15:48:22.206,20.5,39.3,222
2023-12-07 15:48:21.203,20.5,39.3,220
2023-12-07 15:48:20.195,20.4,39.1,222
2023-12-07 15:48:19.192,20.4,39.1,223
2023-12-07 15:48:18.184,20.5,39.2,222
2023-12-07 15:48:17.180,20.5,39.2,222
2023-12-07 15:48:16.172,20.5,39.2,222
2023-12-07 15:48:15.169,20.5,39.2,220
2023-12-07 15:48:14.161,20.5,39.2,223
2023-12-07 15:48:13.157,20.5,39.2,223
2023-12-07 15:48:12.150,20.5,39.2,220
2023-12-07 15:48:11.150,20.5,39.2,222
2023-12-07 15:48:10.138,20.4,39.1,222
2023-12-07 15:48:09.139,20.4,39.1,222
2023-12-07 15:48:08.127,20.5,39.2,222
2023-12-07 15:48:07.127,20.5,39.2,222
2023-12-07 15:48:06.116,20.5,39.3,220
2023-12-07 15:48:05.116,20.5,39.3,220
2023-12-07 15:48:04.108,20.4,39.2,222
2023-12-07 15:48:03.105,20.4,39.2,223
2023-12-07 15:48:02.097,20.5,39.2,222
2023-12-07 15:48:01.094,20.5,39.2,222
2023-12-07 15:48:00.086,20.5,39.2,223
2023-12-07 15:47:59.082,20.5,39.2,223
2023-12-07 15:47:58.075,20.5,39.2,222
2023-12-07 15:47:57.071,20.5,39.2,222
2023-12-07 15:47:56.063,20.5,39.2,220
2023-12-07 15:47:55.060,20.5,39.2,222
2023-12-07 15:47:54.052,20.5,39.3,223
2023-12-07 15:47:53.048,20.5,39.3,222
2023-12-07 15:47:52.041,20.5,39.3,220
2023-12-07 15:47:51.037,20.5,39.3,220
2023-12-07 15:47:50.030,20.5,39.3,220
